"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 01/07/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:39:23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS_01-07-2026_Xylo8_gain755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"38-156-GB-M","39-173-GG-M","41-157-GG-M","42-144-HB-M","43-180-GG-M","45-161-GB-M","46-126-HH-M","48-131-HB-M","49-140-HB-M","50-160-GG-M","53-149-HB-M","54-164-GB-M"
"A","4527.0","9841.0","12165.0","9456.0","4700.0","2010.0","8132.0","4861.0","5208.0","54507.0","8573.0","4013.0"
"B","4162.0","9160.0","11114.0","8521.0","4181.0","1870.0","8143.0","4616.0","5011.0","51052.0","8264.0","3789.0"
"C","4221.0","8963.0","10743.0","8608.0","4220.0","1737.0","7588.0","4541.0","4766.0","49946.0","8406.0","3599.0"
"D","4078.0","9042.0","10490.0","8586.0","3876.0","1782.0","7475.0","4492.0","4809.0","47274.0","8366.0","3615.0"
"E","511.0","480.0","538.0","518.0","548.0","490.0","501.0","443.0","466.0","450.0","548.0","537.0"
"F","511.0","468.0","545.0","530.0","550.0","495.0","497.0","452.0","486.0","473.0","570.0","565.0"
"G","530.0","676.0","551.0","516.0","551.0","484.0","559.0","470.0","937.0","472.0","600.0","575.0"
"H","543.0","510.0","582.0","569.0","575.0","529.0","508.0","489.0","481.0","491.0","581.0","568.0"
