"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 01/07/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:22:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS_01-07-2026_Phos7_gain755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23-146-HH-M","24-169-GB-M","25-174-GB-M","26-159-GB-M","27-171-GB-M","29-148-HB-M","30-155-GG-M","32-123-HB-M","33-170-GB-M","34-163-GG-M","35-182-GG-M","36-178-GG-M"
"A","26758.0","25348.0","30527.0","101343.0","33631.0","20177.0","43667.0","40440.0","27163.0","67318.0","47205.0","43504.0"
"B","25447.0","23969.0","28576.0","95824.0","31394.0","19037.0","39917.0","37789.0","25827.0","64386.0","44962.0","43339.0"
"C","25211.0","23294.0","26710.0","91314.0","31067.0","16511.0","38858.0","36691.0","24942.0","61260.0","43095.0","41703.0"
"D","25023.0","23183.0","27542.0","84775.0","30519.0","18217.0","39395.0","37879.0","24402.0","60160.0","43244.0","38391.0"
"E","7166.0","7158.0","6624.0","6354.0","6289.0","6426.0","6303.0","6586.0","6261.0","6416.0","6743.0","6855.0"
"F","7213.0","7208.0","6665.0","6354.0","6383.0","6559.0","6334.0","6306.0","6363.0","6473.0","6547.0","6930.0"
"G","7396.0","7117.0","6754.0","6605.0","6483.0","6659.0","6274.0","6593.0","6735.0","6735.0","6776.0","6924.0"
"H","7917.0","7597.0","7252.0","6863.0","6664.0","7093.0","6880.0","7126.0","6642.0","6988.0","7385.0","7546.0"
