"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 01/07/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:16:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS_01-07-2026_Phos5_gain755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"52-151-HB M","55-124-HB M","57-152-HB M","58-162-GG M","60-168-GB M","1-137-HB-M","2-138-HB-M","4-130-HB-M","5-139-HH-M","6-125-HH-M","7-136-HH-M","8-133-HB-M"
"A","33492.0","29813.0","29235.0","30359.0","31716.0","34135.0","34924.0","29332.0","44161.0","88392.0","42066.0","98927.0"
"B","33427.0","26921.0","27605.0","29785.0","30040.0","31602.0","31702.0","26757.0","41207.0","85406.0","38913.0","93751.0"
"C","34542.0","27160.0","27761.0","29781.0","31010.0","27739.0","31387.0","26576.0","39267.0","83044.0","37795.0","91620.0"
"D","36942.0","28669.0","30429.0","29965.0","34512.0","31588.0","31070.0","26868.0","40107.0","84095.0","38494.0","91238.0"
"E","7498.0","7115.0","6954.0","6650.0","6485.0","6289.0","6811.0","6504.0","6478.0","6019.0","6994.0","6812.0"
"F","7674.0","7115.0","6811.0","6930.0","6583.0","6444.0","6641.0","6515.0","6572.0","6087.0","6773.0","6941.0"
"G","7905.0","7456.0","7047.0","7057.0","7000.0","6670.0","6573.0","6992.0","6750.0","6449.0","6926.0","7233.0"
"H","8108.0","7968.0","7389.0","7257.0","7281.0","6880.0","7293.0","7108.0","7012.0","6562.0","7259.0","7445.0"
