"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 01/07/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:19:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS_01-07-2026_Phos6_gain755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9-134-HB-M","10-129-HH-M","12-141-HH-M","13-127-HH-M","14-150-HH-M","15-154-GB-M","16-128-HH-M","17-166-GB-M","18-167-GB-M","19-147-HH-M","21-183-GG-M","22-165-GG-M"
"A","34651.0","18413.0","27646.0","60615.0","67210.0","15513.0","74570.0","22642.0","68929.0","21569.0","59092.0","112130.0"
"B","32026.0","17595.0","25681.0","55264.0","64539.0","14918.0","68836.0","20303.0","65568.0","21200.0","55115.0","107854.0"
"C","32898.0","17237.0","24363.0","53521.0","59035.0","13323.0","67689.0","19905.0","64507.0","19324.0","54963.0","101706.0"
"D","32102.0","16809.0","26882.0","49262.0","61579.0","14575.0","69179.0","20451.0","61583.0","20454.0","52966.0","104623.0"
"E","7464.0","6879.0","6674.0","6662.0","6417.0","6057.0","6207.0","6314.0","6271.0","6354.0","6631.0","6832.0"
"F","7360.0","7058.0","6969.0","6596.0","6443.0","6985.0","6158.0","6365.0","6565.0","6541.0","6603.0","6907.0"
"G","7516.0","7153.0","7256.0","6665.0","6868.0","6587.0","6380.0","6654.0","6465.0","6705.0","6838.0","6979.0"
"H","7844.0","7525.0","7551.0","6855.0","7015.0","6934.0","6820.0","7221.0","6870.0","6795.0","7102.0","7445.0"
