"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 01/07/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:10:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS_01-07-2026_NAG8_gain755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"38-156-GB-M","39-173-GG-M","41-157-GG-M","42-144-HB-M","43-180-GG-M","45-161-GB-M","46-126-HH-M","48-131-HB-M","49-140-HB-M","50-160-GG-M","53-149-HB-M","54-164-GB-M"
"A","89069.0","39461.0","44187.0","54395.0","16285.0","17206.0","18505.0","23128.0","24413.0","159342.0","43386.0","29636.0"
"B","83089.0","38021.0","42376.0","52003.0","15699.0","16540.0","16971.0","21923.0","23455.0","160775.0","43255.0","27994.0"
"C","81666.0","36861.0","39214.0","49988.0","13779.0","14467.0","15987.0","21500.0","22527.0","154164.0","41235.0","26314.0"
"D","82608.0","39114.0","41495.0","47951.0","14719.0","16451.0","16637.0","20864.0","21918.0","149797.0","40972.0","27226.0"
"E","412.0","375.0","450.0","409.0","454.0","388.0","393.0","362.0","383.0","359.0","451.0","448.0"
"F","394.0","381.0","451.0","413.0","472.0","673.0","399.0","367.0","389.0","363.0","453.0","434.0"
"G","440.0","395.0","499.0","425.0","462.0","386.0","400.0","396.0","416.0","371.0","480.0","589.0"
"H","441.0","406.0","547.0","453.0","488.0","425.0","420.0","396.0","1471.0","396.0","481.0","476.0"
