"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 01/07/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:07:41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS_01-07-2026_NAG7_gain755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23-146-HH-M","24-169-GB-M","25-174-GB-M","26-159-GB-M","27-171-GB-M","29-148-HB-M","30-155-GG-M","32-123-HB-M","33-170-GB-M","34-163-GG-M","35-182-GG-M","36-178-GG-M"
"A","11729.0","21770.0","32305.0","106955.0","24922.0","8818.0","39038.0","19668.0","15316.0","45790.0","67181.0","51070.0"
"B","11235.0","21112.0","30772.0","99905.0","24441.0","8358.0","37801.0","19071.0","14216.0","45436.0","66788.0","47013.0"
"C","11235.0","20180.0","28793.0","93946.0","21729.0","7396.0","35551.0","17880.0","14555.0","44238.0","64277.0","46648.0"
"D","10771.0","19268.0","30326.0","87037.0","22998.0","8045.0","34431.0","18056.0","13954.0","43979.0","63265.0","44958.0"
"E","372.0","312.0","381.0","550.0","404.0","331.0","390.0","346.0","393.0","396.0","1632.0","414.0"
"F","352.0","313.0","403.0","434.0","411.0","357.0","379.0","351.0","410.0","426.0","553.0","423.0"
"G","395.0","326.0","481.0","449.0","754.0","359.0","368.0","354.0","396.0","617.0","431.0","4094.0"
"H","357.0","373.0","442.0","475.0","426.0","355.0","394.0","370.0","434.0","429.0","455.0","467.0"
