"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 01/07/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:33:47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS_01-07-2026_Xylo6_gain755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9-134-HB-M","10-129-HH-M","12-141-HH-M","13-127-HH-M","14-150-HH-M","15-154-GB-M","16-128-HH-M","17-166-GB-M","18-167-GB-M","19-147-HH-M","21-183-GG-M","22-165-GG-M"
"A","4299.0","2943.0","7383.0","5582.0","12190.0","1853.0","8492.0","3267.0","14072.0","9841.0","13378.0","16927.0"
"B","4066.0","3344.0","6898.0","4945.0","11087.0","1771.0","7980.0","3235.0","15202.0","8940.0","13083.0","14923.0"
"C","4028.0","2754.0","6675.0","6956.0","11479.0","1716.0","7754.0","3045.0","14797.0","8647.0","13179.0","14765.0"
"D","4020.0","2790.0","6577.0","4833.0","11215.0","8471.0","7622.0","3061.0","14257.0","8356.0","12749.0","15430.0"
"E","420.0","390.0","567.0","378.0","424.0","408.0","400.0","385.0","412.0","399.0","411.0","423.0"
"F","418.0","387.0","449.0","381.0","423.0","410.0","418.0","400.0","400.0","403.0","425.0","422.0"
"G","452.0","408.0","781.0","411.0","422.0","428.0","423.0","419.0","420.0","416.0","434.0","427.0"
"H","451.0","424.0","428.0","401.0","414.0","443.0","414.0","419.0","401.0","408.0","428.0","436.0"
