Mesocosm,Date,Start,End
4-130-HB,05/11/2025,12:13:29,12:15:29
14-150-HH,05/11/2025,12:04:28,12:06:28
27-171-GB,05/11/2025,11:55:31,11:57:31
13-127-HH,05/11/2025,11:52:31,11:54:31
56-179-GG,05/11/2025,11:46:30,11:48:30
8-133-HB,05/11/2025,12:01:27,12:03:27
24-169-GB,05/11/2025,11:43:34,11:45:34
21-183-GG,05/11/2025,12:10:32,12:12:32
49-140-HB,05/11/2025,11:49:29,11:51:28
12-141-HH,05/11/2025,11:40:28,11:42:28
33-170-GB,05/11/2025,12:07:36,12:09:36
39-173-GG,05/11/2025,11:58:31,12:00:31
48-131-HB,05/11/2025,11:10:41,11:12:41
46-126-HH,05/11/2025,11:37:29,11:39:29
41-157-GG,05/11/2025,11:19:37,11:21:37
25-174-GB,05/11/2025,11:28:30,11:30:30
42-144-HB,05/11/2025,11:34:34,11:36:34
10-129-HH,05/11/2025,11:25:32,11:27:32
17-166-GB,05/11/2025,11:16:45,11:18:45
30-155-GG,05/11/2025,11:07:36,11:09:41
32-123-HB,05/11/2025,11:22:39,11:24:39
16-128-HH,05/11/2025,11:13:39,11:15:48
54-164-GB,05/11/2025,11:04:41,11:06:41
50-160-GG,05/11/2025,11:31:31,11:33:32
53-149-HB,05/11/2025,10:43:39,10:45:39
23-146-HH,05/11/2025,10:34:39,10:36:39
45-161-GB,05/11/2025,11:01:24,11:03:29
36-178-GG,05/11/2025,10:52:39,10:54:39
2-138-HB,05/11/2025,10:31:41,10:33:41
5-139-HH,05/11/2025,10:58:30,11:00:30
18-167-GB,05/11/2025,10:49:35,10:51:36
43-180-GG,05/11/2025,10:40:39,10:42:39
29-148-HB,05/11/2025,10:55:35,10:57:35
19-147-HH,05/11/2025,10:46:46,10:48:46
38-156-GB,05/11/2025,10:37:37,10:39:37
59-172-GG,05/11/2025,10:28:44,10:30:44
9-134-HB,05/11/2025,10:16:41,10:18:41
7-136-HH,05/11/2025,10:07:33,10:09:33
15-154-GB,05/11/2025,09:58:24,10:00:24
35-182-GG,05/11/2025,10:25:35,10:27:36
1-137-HB,05/11/2025,10:04:27,10:06:27
6-125-HH,05/11/2025,09:55:30,09:57:30
26-159-GB,05/11/2025,10:22:40,10:24:40
34-163-GG,05/11/2025,10:13:45,10:15:45
55-124-HB,05/11/2025,09:52:30,09:54:30
51-132-HH,05/11/2025,10:19:41,10:21:45
28-176-GB,05/11/2025,10:10:42,10:12:42
58-162-GG,05/11/2025,10:01:27,10:03:27
47-145-HB,05/11/2025,09:49:29,09:51:29
44-153-HH,05/11/2025,09:43:35,09:45:35
60-168-GB,05/11/2025,09:34:30,09:36:30
37-181-GG,05/11/2025,09:25:31,09:27:31
57-152-HB,05/11/2025,09:40:32,09:42:32
3-135-HH,05/11/2025,09:31:31,09:33:31
40-158-GB,05/11/2025,09:22:25,09:24:25
22-165-GG,05/11/2025,09:46:32,09:48:32
52-151-HB,05/11/2025,09:28:30,09:30:30
11-142-HH,05/11/2025,09:18:19,09:21:22
20-177-GB,05/11/2025,09:37:32,09:39:32
