Mesocosm,Date,Start,End
4-130-HB,07/11/2025,09:01:35,09:03:35
14-150-HH,07/11/2025,09:04:32,09:06:32
27-171-GB,07/11/2025,09:07:28,09:09:28
13-127-HH,07/11/2025,09:43:39,09:45:39
56-179-GG,07/11/2025,09:10:39,09:12:39
8-133-HB,07/11/2025,09:40:39,09:42:39
24-169-GB,07/11/2025,09:46:40,09:48:40
21-183-GG,07/11/2025,09:37:55,09:39:55
49-140-HB,07/11/2025,10:19:30,10:21:30
12-141-HH,07/11/2025,10:22:37,10:27:07
33-170-GB,07/11/2025,10:13:30,10:15:30
39-173-GG,07/11/2025,10:16:28,10:18:28
48-131-HB,07/11/2025,09:22:29,09:24:29
46-126-HH,07/11/2025,09:13:31,09:15:31
41-157-GG,07/11/2025,09:19:28,09:21:28
25-174-GB,07/11/2025,09:16:30,09:18:30
42-144-HB,07/11/2025,09:49:32,09:51:32
10-129-HH,07/11/2025,09:52:25,09:54:25
17-166-GB,07/11/2025,09:55:25,09:57:25
30-155-GG,07/11/2025,09:58:27,10:00:27
32-123-HB,07/11/2025,10:31:33,10:33:33
16-128-HH,07/11/2025,10:34:32,10:36:32
54-164-GB,07/11/2025,10:37:29,10:39:29
50-160-GG,07/11/2025,10:28:30,10:30:30
53-149-HB,07/11/2025,09:31:32,09:33:32
23-146-HH,07/11/2025,09:34:39,09:36:39
45-161-GB,07/11/2025,09:25:40,09:27:40
36-178-GG,07/11/2025,09:28:36,09:30:36
2-138-HB,07/11/2025,10:10:24,10:12:24
5-139-HH,07/11/2025,10:01:36,10:03:36
18-167-GB,07/11/2025,10:04:34,10:06:34
43-180-GG,07/11/2025,10:07:25,10:09:25
29-148-HB,07/11/2025,10:40:28,10:42:28
19-147-HH,07/11/2025,10:43:29,10:45:29
38-156-GB,07/11/2025,10:46:28,10:48:28
59-172-GG,07/11/2025,10:49:28,10:51:28
9-134-HB,07/11/2025,10:55:24,10:57:24
7-136-HH,07/11/2025,10:58:23,11:00:23
15-154-GB,07/11/2025,11:01:25,11:03:25
35-182-GG,07/11/2025,10:52:30,10:54:30
1-137-HB,07/11/2025,11:22:36,11:24:36
6-125-HH,07/11/2025,11:25:30,11:27:30
26-159-GB,07/11/2025,11:16:43,11:18:43
34-163-GG,07/11/2025,11:19:40,11:21:40
55-124-HB,07/11/2025,11:49:46,11:51:46
51-132-HH,07/11/2025,11:40:41,11:42:41
28-176-GB,07/11/2025,11:43:53,11:45:58
58-162-GG,07/11/2025,11:46:57,11:48:57
47-145-HB,07/11/2025,11:04:24,11:06:24
44-153-HH,07/11/2025,11:07:26,11:09:26
60-168-GB,07/11/2025,11:10:27,11:12:27
37-181-GG,07/11/2025,11:13:50,11:15:50
57-152-HB,07/11/2025,11:31:29,11:33:29
3-135-HH,07/11/2025,11:34:30,11:36:30
40-158-GB,07/11/2025,11:37:38,11:39:38
22-165-GG,07/11/2025,11:28:28,11:30:28
52-151-HB,07/11/2025,11:55:31,11:57:31
11-142-HH,07/11/2025,11:58:31,12:00:31
20-177-GB,07/11/2025,11:52:34,11:54:34
