"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 26/06/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:46:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS-26-06-2026_Gluc1_gain782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1-137-HB","2-138-HB","4-130-HB","8-133-HB","9-134-HB","10-129-HH","12-141-HH","13-127-HH","14-150-HH","15-154-GB","17-166-GB","19-147-HH"
"A","6489.0","6063.0","11236.0","21701.0","8635.0","10934.0","5026.0","33381.0","29281.0","8624.0","162651.0","31325.0"
"B","5950.0","5661.0","10564.0","20762.0","7930.0","10048.0","4328.0","30849.0","27852.0","13708.0","150355.0","29589.0"
"C","5778.0","5651.0","9761.0","19334.0","8181.0","8396.0","4613.0","28963.0","27324.0","8021.0","149396.0","28722.0"
"D","6370.0","5578.0","10082.0","18636.0","8609.0","9647.0","4316.0","30647.0","26834.0","7954.0","162873.0","28879.0"
"E","434.0","410.0","468.0","413.0","377.0","677.0","366.0","389.0","361.0","410.0","405.0","384.0"
"F","491.0","514.0","471.0","448.0","380.0","415.0","370.0","361.0","363.0","419.0","396.0","369.0"
"G","449.0","433.0","495.0","423.0","392.0","413.0","347.0","353.0","372.0","430.0","409.0","399.0"
"H","482.0","452.0","509.0","456.0","408.0","435.0","397.0","365.0","402.0","448.0","422.0","416.0"
