"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 26/06/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 18:41:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS-26-06-2026_Xylo4_gain782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"40-158-GB M","44-153-HH M","47-145-HB M",4,5,6,7,8,9,10,11,12
"A","26816.0","10483.0","10420.0",143,134,113,122,126,84,43,43,44
"B","25258.0","9004.0","9602.0",153,143,130,169,138,118,42,44,43
"C","24922.0","8379.0","9503.0",159,148,149,176,144,120,42,42,45
"D","25159.0","8736.0","9426.0",159,140,146,184,140,146,43,43,43
"E","740.0","514.0","636.0",98,150,126,182,91,127,42,47,41
"F","743.0","540.0","491.0",96,150,138,173,102,123,45,43,45
"G","720.0","522.0","535.0",103,160,1092,187,96,136,42,41,41
"H","840.0","566.0","566.0",98,160,134,174,106,111,42,42,41
