"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 26/06/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:52:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS-26-06-2026_Gluc3_gain782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"39-173-GG","43-180-GG","46-126-HH","51-132-HH","56-179-GG","57-152-HB","60-168-GB","3-135-HH M","11-142-HH M","20-177-GB M","28-176-GB M","37-181-GG M"
"A","39498.0","12011.0","12029.0","29637.0","28190.0","8405.0","48432.0","41066.0","9297.0","18834.0","9872.0","26608.0"
"B","38995.0","7744.0","11173.0","28477.0","25105.0","8276.0","45898.0","40046.0","8869.0","20113.0","8376.0","25736.0"
"C","38326.0","5415.0","10404.0","27343.0","24369.0","4841.0","45537.0","39048.0","6989.0","18840.0","9718.0","26335.0"
"D","35284.0","11586.0","9114.0","29713.0","25382.0","7341.0","47249.0","39583.0","7706.0","18401.0","9456.0","26592.0"
"E","403.0","410.0","391.0","364.0","407.0","413.0","453.0","458.0","381.0","341.0","357.0","385.0"
"F","389.0","422.0","386.0","373.0","647.0","419.0","433.0","389.0","385.0","332.0","330.0","390.0"
"G","409.0","428.0","394.0","364.0","417.0","419.0","412.0","402.0","383.0","373.0","356.0","416.0"
"H","656.0","443.0","412.0","365.0","430.0","446.0","441.0","415.0","410.0","396.0","361.0","456.0"
