"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 26/06/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 17:48:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS-26-06-2026_Gluc2_gain782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20-177-GB","22-165-GG","23-146-HH","24-169-GB","25-174-GB","27-171-GB","28-176-GB","29-148-HB","30-155-GG","32-123-HB","34-163-GG","35-182-GG"
"A","61820.0","59652.0","65553.0","21453.0","11953.0","29706.0","20002.0","22383.0","30796.0","7445.0","100060.0","18358.0"
"B","58317.0","59071.0","62173.0","20573.0","9896.0","27706.0","18045.0","20501.0","33178.0","7081.0","90569.0","17875.0"
"C","54634.0","55580.0","57897.0","19051.0","10703.0","24671.0","17713.0","19896.0","34474.0","6716.0","92635.0","18003.0"
"D","56981.0","34784.0","58966.0","18197.0","10968.0","25548.0","18663.0","19769.0","33999.0","6607.0","88136.0","17745.0"
"E","482.0","405.0","439.0","382.0","376.0","372.0","331.0","361.0","351.0","372.0","360.0","420.0"
"F","448.0","434.0","396.0","410.0","360.0","390.0","335.0","351.0","350.0","370.0","356.0","415.0"
"G","464.0","423.0","436.0","405.0","385.0","394.0","331.0","358.0","367.0","376.0","365.0","433.0"
"H","504.0","458.0","454.0","404.0","407.0","419.0","356.0","387.0","403.0","396.0","403.0","450.0"
