"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 26/06/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 18:37:49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS-26-06-2026_Xylo3_gain782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"39-173-GG","43-180-GG","46-126-HH","51-132-HH","56-179-GG","57-152-HB","60-168-GB","3-135-HH M","11-142-HH M","20-177-GB M","28-176-GB M","37-181-GG M"
"A","16204.0","5509.0","12161.0","10080.0","14809.0","6022.0","11978.0","14951.0","4614.0","14574.0","4462.0","12410.0"
"B","15178.0","5333.0","11568.0","9590.0","13898.0","5759.0","12461.0","16640.0","4378.0","13728.0","4172.0","11518.0"
"C","15033.0","5212.0","10823.0","10123.0","13214.0","5332.0","13561.0","14803.0","4238.0","13420.0","4167.0","11408.0"
"D","14937.0","5363.0","11328.0","9504.0","13405.0","5864.0","14889.0","15057.0","4122.0","13598.0","15424.0","11665.0"
"E","747.0","785.0","5722.0","795.0","832.0","59353.0","743.0","685.0","681.0","667.0","667.0","951.0"
"F","742.0","752.0","737.0","687.0","721.0","805.0","805.0","865.0","680.0","671.0","671.0","707.0"
"G","753.0","53057.0","2122.0","676.0","743.0","960.0","100617.0","731.0","720.0","1020.0","669.0","15973.0"
"H","762.0","796.0","4141.0","11572.0","779.0","1082.0","801.0","815.0","5269.0","685.0","689.0","1289.0"
