"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 26/06/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 18:06:21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS-26-06-2026_NAG3_gain782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"39-173-GG","43-180-GG","46-126-HH","51-132-HH","56-179-GG","57-152-HB","60-168-GB","3-135-HH M","11-142-HH M","20-177-GB M","28-176-GB M","37-181-GG M"
"A","77212.0","11217.0","13146.0","27791.0","146497.0","10863.0","39303.0","19449.0","5023.0","30786.0","19592.0","54336.0"
"B","72924.0","10390.0","12541.0","26325.0","137364.0","10421.0","39494.0","22073.0","5020.0","36102.0","23422.0","52521.0"
"C","70636.0","10254.0","11324.0","14839.0","126499.0","9672.0","37474.0","9636.0","4551.0","34053.0","12629.0","51767.0"
"D","71119.0","10341.0","11783.0","24065.0","132175.0","9569.0","39994.0","20752.0","3455.0","32671.0","11853.0","50047.0"
"E","477.0","576.0","466.0","428.0","532.0","495.0","497.0","527.0","450.0","405.0","424.0","448.0"
"F","560.0","740.0","597.0","426.0","510.0","581.0","515.0","497.0","447.0","439.0","430.0","493.0"
"G","505.0","520.0","505.0","449.0","507.0","506.0","483.0","513.0","800.0","471.0","427.0","510.0"
"H","582.0","613.0","583.0","445.0","539.0","506.0","565.0","511.0","518.0","460.0","455.0","500.0"
