"User: ENVI","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13"
"Path: C:\Program Files (x86)\BMG\SMART Control\ENVI\Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test ID: 2224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Test Name: MUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Date: 26/06/2026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time: 18:02:53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID1: JFS-26-06-2026_NAG2_gain782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluorescence (FI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Raw Data  (360-20/450-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20-177-GB","22-165-GG","23-146-HH","24-169-GB","25-174-GB","27-171-GB","28-176-GB","29-148-HB","30-155-GG","32-123-HB","34-163-GG","35-182-GG"
"A","57396.0","67211.0","61164.0","27259.0","15021.0","56080.0","51821.0","12471.0","44257.0","9232.0","107763.0","38812.0"
"B","53660.0","66576.0","55934.0","25299.0","13218.0","53995.0","50854.0","17899.0","50823.0","13471.0","103341.0","38872.0"
"C","54318.0","63428.0","50812.0","24240.0","13168.0","46897.0","45250.0","17142.0","47992.0","12824.0","97861.0","38224.0"
"D","53259.0","64435.0","56063.0","23584.0","13815.0","50848.0","46174.0","16330.0","44678.0","12128.0","92483.0","36580.0"
"E","552.0","507.0","475.0","441.0","426.0","435.0","491.0","417.0","419.0","432.0","427.0","622.0"
"F","536.0","504.0","467.0","442.0","446.0","444.0","414.0","407.0","405.0","443.0","604.0","504.0"
"G","559.0","493.0","494.0","467.0","446.0","456.0","407.0","427.0","443.0","459.0","488.0","629.0"
"H","559.0","507.0","523.0","481.0","476.0","481.0","439.0","457.0","485.0","477.0","487.0","592.0"
